Accessionid,title,extra,gi,createdate,updatedate,flags,taxid,slen,biomol,moltype,topology,sourcedb,segsetsize,projectid,genome,subtype,subname,assemblygi,assemblyacc,tech,completeness,geneticcode,strand,organism,strain,biosample
XM_035305051,"PREDICTED: Callithrix jacchus zinc finger RANBP2-type containing 3 (ZRANB3), transcript variant X8, mRNA",gi|2461854180|ref|XM_035305051.2|,2461854180,03/07/2020,18/03/2023,512,9483,2970,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305049,"PREDICTED: Callithrix jacchus zinc finger RANBP2-type containing 3 (ZRANB3), transcript variant X7, mRNA",gi|2461854179|ref|XM_035305049.2|,2461854179,03/07/2020,18/03/2023,512,9483,26232,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008998976,"PREDICTED: Callithrix jacchus zinc finger RANBP2-type containing 3 (ZRANB3), transcript variant X6, mRNA",gi|2461854178|ref|XM_008998976.5|,2461854178,02/09/2014,18/03/2023,512,9483,26776,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257684,"PREDICTED: Callithrix jacchus zinc finger RANBP2-type containing 3 (ZRANB3), transcript variant X5, mRNA",gi|2461854176|ref|XM_054257684.1|,2461854176,18/03/2023,18/03/2023,512,9483,28181,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305048,"PREDICTED: Callithrix jacchus zinc finger RANBP2-type containing 3 (ZRANB3), transcript variant X4, mRNA",gi|2461854175|ref|XM_035305048.2|,2461854175,03/07/2020,18/03/2023,512,9483,26471,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008998974,"PREDICTED: Callithrix jacchus zinc finger RANBP2-type containing 3 (ZRANB3), transcript variant X3, mRNA",gi|2461854174|ref|XM_008998974.5|,2461854174,02/09/2014,18/03/2023,512,9483,26325,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257683,"PREDICTED: Callithrix jacchus zinc finger RANBP2-type containing 3 (ZRANB3), transcript variant X2, mRNA",gi|2461854172|ref|XM_054257683.1|,2461854172,18/03/2023,18/03/2023,512,9483,23946,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257682,"PREDICTED: Callithrix jacchus zinc finger RANBP2-type containing 3 (ZRANB3), transcript variant X1, mRNA",gi|2461854170|ref|XM_054257682.1|,2461854170,18/03/2023,18/03/2023,512,9483,26476,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305047,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X41, mRNA",gi|2461854169|ref|XM_035305047.2|,2461854169,03/07/2020,18/03/2023,512,9483,4434,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305046,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X40, mRNA",gi|2461854168|ref|XM_035305046.2|,2461854168,03/07/2020,18/03/2023,512,9483,3836,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305045,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X39, mRNA",gi|2461854167|ref|XM_035305045.2|,2461854167,03/07/2020,18/03/2023,512,9483,4623,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305044,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X38, mRNA",gi|2461854166|ref|XM_035305044.2|,2461854166,03/07/2020,18/03/2023,512,9483,4565,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305043,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X37, mRNA",gi|2461854165|ref|XM_035305043.2|,2461854165,03/07/2020,18/03/2023,512,9483,4320,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257681,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X36, mRNA",gi|2461854163|ref|XM_054257681.1|,2461854163,18/03/2023,18/03/2023,512,9483,4419,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008998972,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X35, mRNA",gi|2461854162|ref|XM_008998972.3|,2461854162,02/09/2014,18/03/2023,512,9483,4323,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305042,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X34, mRNA",gi|2461854161|ref|XM_035305042.2|,2461854161,03/07/2020,18/03/2023,512,9483,4021,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008998970,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X33, mRNA",gi|2461854160|ref|XM_008998970.4|,2461854160,02/09/2014,18/03/2023,512,9483,4728,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305041,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X32, mRNA",gi|2461854159|ref|XM_035305041.2|,2461854159,03/07/2020,18/03/2023,512,9483,4425,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305040,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X31, mRNA",gi|2461854158|ref|XM_035305040.2|,2461854158,03/07/2020,18/03/2023,512,9483,4452,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305038,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X30, mRNA",gi|2461854157|ref|XM_035305038.2|,2461854157,03/07/2020,18/03/2023,512,9483,4455,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008998968,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X29, mRNA",gi|2461854156|ref|XM_008998968.5|,2461854156,02/09/2014,18/03/2023,512,9483,4516,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305037,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X28, mRNA",gi|2461854155|ref|XM_035305037.2|,2461854155,03/07/2020,18/03/2023,512,9483,4537,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305036,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X27, mRNA",gi|2461854154|ref|XM_035305036.2|,2461854154,03/07/2020,18/03/2023,512,9483,4540,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257680,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X26, mRNA",gi|2461854152|ref|XM_054257680.1|,2461854152,18/03/2023,18/03/2023,512,9483,4675,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305035,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X25, mRNA",gi|2461854151|ref|XM_035305035.2|,2461854151,03/07/2020,18/03/2023,512,9483,4578,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305034,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X24, mRNA",gi|2461854150|ref|XM_035305034.2|,2461854150,03/07/2020,18/03/2023,512,9483,4642,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008998966,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X23, mRNA",gi|2461854149|ref|XM_008998966.4|,2461854149,02/09/2014,18/03/2023,512,9483,4680,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257679,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X22, mRNA",gi|2461854147|ref|XM_054257679.1|,2461854147,18/03/2023,18/03/2023,512,9483,4604,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257677,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X21, mRNA",gi|2461854145|ref|XM_054257677.1|,2461854145,18/03/2023,18/03/2023,512,9483,4803,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_003733189,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X20, mRNA",gi|2461854144|ref|XM_003733189.4|,2461854144,08/06/2012,18/03/2023,512,9483,4718,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305032,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X19, mRNA",gi|2461854143|ref|XM_035305032.2|,2461854143,03/07/2020,18/03/2023,512,9483,4704,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305031,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X18, mRNA",gi|2461854142|ref|XM_035305031.2|,2461854142,03/07/2020,18/03/2023,512,9483,4765,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257676,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X17, mRNA",gi|2461854140|ref|XM_054257676.1|,2461854140,18/03/2023,18/03/2023,512,9483,4916,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257675,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X16, mRNA",gi|2461854138|ref|XM_054257675.1|,2461854138,18/03/2023,18/03/2023,512,9483,4808,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305029,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X15, mRNA",gi|2461854137|ref|XM_035305029.2|,2461854137,03/07/2020,18/03/2023,512,9483,4710,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008998964,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X14, mRNA",gi|2461854136|ref|XM_008998964.4|,2461854136,02/09/2014,18/03/2023,512,9483,4768,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_002749483,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X13, mRNA",gi|2461854135|ref|XM_002749483.7|,2461854135,18/05/2010,18/03/2023,512,9483,4771,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305028,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X12, mRNA",gi|2461854134|ref|XM_035305028.2|,2461854134,03/07/2020,18/03/2023,512,9483,4792,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305027,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X11, mRNA",gi|2461854133|ref|XM_035305027.2|,2461854133,03/07/2020,18/03/2023,512,9483,4795,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257674,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X10, mRNA",gi|2461854131|ref|XM_054257674.1|,2461854131,18/03/2023,18/03/2023,512,9483,4908,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008998961,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X9, mRNA",gi|2461854130|ref|XM_008998961.5|,2461854130,02/09/2014,18/03/2023,512,9483,4873,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008998963,"PREDICTED: Callithrix jacchus R3H domain containing 1 (R3HDM1), transcript variant X8, mRNA",gi|2461854129|ref|XM_008998963.4|,2461854129,02/09/2014,18/03/2023,512,9483,4870,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
